Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
busuk  (1)_original,Busuk,0.03125628140703517,0.05580667154869826,0.03613065326633166,0.053129971465367035,0.9843718592964823,0.972096664225651,0.9819346733668342,0.9734350142673165,0.03125628140703517,0.05580667154869826,0.03613065326633166,0.053129971465367035,0.3584370436989036,0.3980629275796349,0.37078798972093363,0.3930681902794268,0.846598440695942,0.8323800311633711,0.8420525378147016,0.8347651405252686,0.9201078418837337,0.9123486346585779,0.9176342069772147,0.9136548257002032,0.746136171841229,0.5144192361915806,0.7065464751669509,0.5377095352701745
busuk  (1)_flipY,Busuk,0.03125628140703517,0.053129971465367035,0.03613065326633166,0.05575616777354108,0.9843718592964823,0.9734350142673165,0.9819346733668342,0.9721219161132295,0.03125628140703517,0.053129971465367035,0.03613065326633166,0.05575616777354108,0.3584370436989036,0.3930681902794268,0.37078798972093363,0.3979704047080978,0.846598440695942,0.8347651405252686,0.8420525378147016,0.8324249005939752,0.9201078418837337,0.9136548257002032,0.9176342069772147,0.9123732243955733,0.746136171841229,0.5377095352701745,0.7065464751669509,0.5148586757968371
busuk  (1)_flipX,Busuk,0.03125628140703517,0.053079467690209846,0.03613065326633166,0.055756167773541074,0.9843718592964824,0.9734602661548951,0.9819346733668342,0.9721219161132295,0.03125628140703517,0.053079467690209846,0.03613065326633166,0.055756167773541074,0.35821800134062426,0.3927243442641728,0.3705653992675617,0.39771972227079866,0.8467293351178001,0.8349432549352528,0.8421834322365597,0.8325578752064368,0.9201789690694958,0.9137522940793379,0.9177055258831994,0.912446094411301,0.7458659954255962,0.5376139810369149,0.7062341651302311,0.5142967032014787
busuk  (1)_rot15,Busuk,0.03587939698492462,0.060655033963788796,0.041758793969849245,0.061059064165046334,0.9820603015075376,0.9696724830181056,0.9791206030150754,0.9694704679174769,0.03587939698492462,0.060655033963788796,0.041758793969849245,0.061059064165046334,0.4085341432376022,0.45773281316686276,0.42321445066345975,0.4585031773704215,0.8189681422186309,0.8001251634316211,0.8135029557334412,0.7997703094019266,0.9049685863159179,0.894497156748763,0.901943987026601,0.8942987808344182,0.7549887464778966,0.5755386414063219,0.7149221029029172,0.5727112551708938
busuk  (10)_original,Busuk,0.05964824120603015,0.08812908764930179,0.05321608040201005,0.08929067447791722,0.9701758793969849,0.9559354561753491,0.973391959798995,0.9553546627610413,0.05964824120603015,0.08812908764930179,0.05321608040201005,0.08929067447791722,0.574435750245391,0.6209374797480534,0.5595434759386146,0.6229534118485949,0.7259139453549153,0.708288742107525,0.7316201446933157,0.7073332437377325,0.8520058364558986,0.841598919977637,0.8553479670247166,0.8410310599126126,0.7263788503186738,0.5830161169113585,0.7558847535699035,0.5775200542689294
busuk  (10)_flipY,Busuk,0.05994974874371859,0.08934117825307442,0.05341708542713568,0.08848261407540214,0.9700251256281407,0.9553294108734628,0.9732914572864322,0.955758692962299,0.05994974874371859,0.08934117825307442,0.05341708542713568,0.08848261407540214,0.5759931421280617,0.6240109347511422,0.5608897938585407,0.6225213988063099,0.7250449976010707,0.7066781204635886,0.7308370735587485,0.70738401150323,0.8514957413875132,0.8406414934224866,0.8548900944324648,0.8410612412323076,0.7257549816960998,0.5785048852137049,0.7556391831877236,0.5825554318227311
busuk  (10)_flipX,Busuk,0.05934673366834171,0.08898765182697406,0.052964824120603014,0.08767455367288705,0.9703266331658291,0.955506174086513,0.9735175879396984,0.9561627231635564,0.05934673366834171,0.08898765182697406,0.052964824120603014,0.08767455367288705,0.5733714138388857,0.6220045668398844,0.5585642373605021,0.6197196689884041,0.7264438094997601,0.7078509173167902,0.7321089568445242,0.7089320406549383,0.8523167307402572,0.8413387648960376,0.8556336580830164,0.8419810215527059,0.7274315569864152,0.5784178814475901,0.75674247338161,0.5846387299619843
busuk  (10)_rot15,Busuk,0.06427135678391961,0.09305320572712811,0.05861809045226131,0.0952753718340446,0.9678643216080403,0.9534733971364359,0.9706909547738694,0.9523623140829777,0.06427135678391961,0.09305320572712811,0.05861809045226131,0.0952753718340446,0.6114522185492746,0.6643804517979536,0.5984873480867208,0.668248468144861,0.703346377616727,0.681784231524257,0.7083961222570136,0.6799805627993609,0.83865748528033,0.8257022656649654,0.8416627128826687,0.8246093395052962,0.7282545273491228,0.6020330854447895,0.7520614696389273,0.5925293979330234
busuk  (100)_original,Busuk,0.0428643216080402,0.06262468119491932,0.03527638190954774,0.06378626802353476,0.9785678391959799,0.9686876594025403,0.9823618090452261,0.9681068659882327,0.0428643216080402,0.06262468119491932,0.03527638190954774,0.06378626802353476,0.41170756256632723,0.43825228088090684,0.39321510746400495,0.44030730236641596,0.8210778048534129,0.8113608562957992,0.8280728176056159,0.8103461067607888,0.90613343656076,0.9007557139956422,0.9099850644959048,0.9001922609980542,0.6891529634798638,0.518035569497989,0.744179812852127,0.5090959066741613
busuk  (100)_flipY,Busuk,0.0428643216080402,0.06378626802353476,0.03537688442211055,0.06252367364460494,0.9785678391959798,0.9681068659882327,0.9823115577889447,0.9687381631776976,0.0428643216080402,0.06378626802353476,0.03537688442211055,0.06252367364460494,0.41199242502760725,0.4406267599540086,0.39375023484857924,0.438390001959484,0.8209067687684655,0.8101723322499703,0.827808379838893,0.811275448406547,0.9060390547699726,0.9000957350470951,0.9098397550332108,0.9007083037290968,0.6895380398936312,0.5097515562104479,0.7437687925968538,0.5194556029996314
busuk  (100)_flipX,Busuk,0.0428643216080402,0.06378626802353476,0.03527638190954774,0.06262468119491932,0.9785678391959799,0.9681068659882327,0.9823618090452261,0.9686876594025403,0.0428643216080402,0.06378626802353476,0.03527638190954774,0.06262468119491932,0.41170756256632723,0.44030730236641596,0.39321510746400495,0.43825228088090684,0.8210778048534129,0.8103461067607888,0.8280728176056159,0.8113608562957992,0.90613343656076,0.9001922609980542,0.9099850644959048,0.9007557139956422,0.6891529634798638,0.5090959066741613,0.744179812852127,0.518035569497989
busuk  (100)_rot15,Busuk,0.048969849246231156,0.06934168329082599,0.040276381909547736,0.0678770738112674,0.9755150753768844,0.9653291583545869,0.979861809045226,0.9660614630943664,0.048969849246231156,0.06934168329082599,0.040276381909547736,0.0678770738112674,0.46351530805904884,0.49935592205054957,0.4427028717759987,0.496676318231937,0.7923739814019847,0.7778274195812555,0.8003329647609908,0.7790910571683893,0.8901539088281221,0.8819452474962691,0.8946133045964557,0.8826613490849077,0.6959418348774037,0.5601240162850353,0.7498560869914925,0.5694149147029042
busuk  (102)_original,Busuk,0.0407035175879397,0.06272568874523371,0.03462311557788945,0.05706926592762809,0.9796482412060302,0.9686371556273832,0.9826884422110553,0.9714653670361859,0.0407035175879397,0.06272568874523371,0.03462311557788945,0.05706926592762809,0.41237980664210483,0.44489931265583826,0.3971964476146365,0.43432513558825453,0.8195598709628545,0.8077182895264204,0.825182256761193,0.8126971014289802,0.9052954605888922,0.8987314891147524,0.9083954297337657,0.9014971444375075,0.7121257349922097,0.5301113346399606,0.7551291745797933,0.572484547619288
busuk  (102)_flipY,Busuk,0.04115577889447236,0.05747329612888563,0.03462311557788945,0.06318022272164844,0.9794221105527637,0.9712633519355572,0.9826884422110552,0.9684098886391757,0.04115577889447236,0.05747329612888563,0.03462311557788945,0.06318022272164844,0.41402269915700174,0.43571783486651805,0.3977443221826624,0.44634348360869885,0.8188042562056513,0.8119935148847233,0.8248418815181434,0.8069751490671989,0.9048780338839325,0.9011068276762324,0.9082080606987275,0.8983179554407219,0.7096261468487536,0.570570416219284,0.7557172346505386,0.5279293415556452
busuk  (102)_flipX,Busuk,0.04065326633165829,0.05717027347794248,0.03462311557788945,0.06247316986944774,0.9796733668341708,0.9714148632610288,0.9826884422110552,0.9687634150652762,0.04065326633165829,0.05717027347794248,0.03462311557788945,0.06247316986944774,0.41204962422847013,0.43429061896864996,0.39699080746416593,0.4442083880523613,0.819733716320295,0.8127373631441318,0.8253099391429509,0.8080689235366206,0.9053914713096733,0.9015194746338716,0.9084657060907423,0.8989265395662878,0.7122212626677985,0.5713112701994686,0.7549078491694848,0.5315477396084298
busuk  (102)_rot15,Busuk,0.0457286432160804,0.06934168329082599,0.040603015075376885,0.06282669629554809,0.9771356783919598,0.9653291583545869,0.9796984924623116,0.9685866518522259,0.0457286432160804,0.06934168329082599,0.040603015075376885,0.06282669629554809,0.4621601036205533,0.5058887675679213,0.449521465455456,0.4935092966118858,0.7914096866240751,0.7739934585400023,0.796175086487715,0.779647370261088,0.8896120989645291,0.8797689802101472,0.8922864374670921,0.8829764267867449,0.722777369974871,0.5705682766624585,0.7537278393039536,0.6109154669833199
busuk  (103)_original,Busuk,0.03185929648241206,0.052119895962223176,0.0307035175879397,0.05025125628140704,0.984070351758794,0.9739400520188884,0.9846482412060301,0.9748743718592965,0.03185929648241206,0.052119895962223176,0.0307035175879397,0.05025125628140704,0.34090909106816414,0.36951117885561796,0.33795554038442516,0.36604218105410036,0.8572406454382464,0.847053699558681,0.8583241155526375,0.8487310444422438,0.9258729099818432,0.9203552029291088,0.9264578325820542,0.9212660009151775,0.7153261337315089,0.4966347090395656,0.7256534191008703,0.5146817204402788
busuk  (103)_flipY,Busuk,0.031557788944723615,0.049645210979520724,0.03030150753768844,0.05151385066033687,0.9842211055276382,0.9751773945102398,0.9848492462311558,0.9742430746698316,0.031557788944723615,0.049645210979520724,0.03030150753768844,0.05151385066033687,0.33829886585608715,0.36281345003471666,0.3350798826946429,0.3662958758831069,0.8585862781242899,0.8503565974818404,0.8597648468473019,0.8486769876376787,0.9265993082904227,0.9221478175877447,0.9272350547985672,0.9212366621219972,0.7153155720915043,0.5154808152832502,0.7266485509095179,0.4972435723183267
busuk  (103)_flipX,Busuk,0.031708542713567836,0.04994823363046388,0.03050251256281407,0.051816873311280015,0.9841457286432161,0.975025883184768,0.984748743718593,0.97409156334436,0.031708542713567836,0.04994823363046388,0.03050251256281407,0.051816873311280015,0.3396050035244711,0.3644292361017043,0.3365189208444203,0.36790492762347743,0.8579132572409789,0.8495435454938611,0.8590442589833589,0.8478650681299988,0.9262360699308675,0.9217068652743459,0.9268464052815649,0.9207958884193602,0.7153213428034421,0.5150800376808722,0.7261490571817583,0.49693844151726474
busuk  (103)_rot15,Busuk,0.03608040201005025,0.056387464963005986,0.03449748743718593,0.05744804424130704,0.9819597989949749,0.971806267518497,0.982751256281407,0.9712759778793465,0.03608040201005025,0.056387464963005986,0.03449748743718593,0.05744804424130704,0.3842262340336769,0.4220366769622483,0.3800559357983083,0.42404915323325654,0.8340280914623368,0.8194454823476894,0.8356071901593396,0.8185056346515852,0.9132513845937146,0.9052322808802663,0.9141155234210496,0.9047130123147258,0.7249828956403133,0.5572126350243022,0.736831960774808,0.5488843460278942
busuk  (104)_original,Busuk,0.05251256281407035,0.07954344587257897,0.05221105527638191,0.0836847554354688,0.9737437185929649,0.9602282770637105,0.973894472361809,0.9581576222822656,0.05251256281407035,0.07954344587257897,0.05221105527638191,0.0836847554354688,0.5287290134792068,0.57340095152093,0.5280241620531247,0.5806953356131138,0.7521758869725512,0.735693900690855,0.7524458195500114,0.7322285696389755,0.8672807428811914,0.8577260056048522,0.8674363489905248,0.855703552428629,0.7348775874024914,0.5837379055790045,0.73639982135042,0.5620658473297844
busuk  (104)_flipY,Busuk,0.05241206030150754,0.08353324410999723,0.0521608040201005,0.07954344587257897,0.9737939698492463,0.9582333779450013,0.9739195979899498,0.9602282770637105,0.05241206030150754,0.08353324410999723,0.0521608040201005,0.07954344587257897,0.5285524261023233,0.5804982418650225,0.52796459372734,0.573465112905307,0.752226796040504,0.7323150500686916,0.7524517777328856,0.7356542052158535,0.8673100922049184,0.8557540827064114,0.867439783346882,0.8577028653419863,0.7354371558532529,0.5629495168941357,0.7367054341089899,0.5838243585902441
busuk  (104)_flipX,Busuk,0.052462311557788945,0.0836342516603116,0.05221105527638191,0.07949294209742178,0.9737688442211055,0.9581828741698442,0.973894472361809,0.9602535289512892,0.052462311557788945,0.0836342516603116,0.05221105527638191,0.07949294209742178,0.5283208350014611,0.5802834950511184,0.5277334848675754,0.5729893415889378,0.7524161422691347,0.732469138807097,0.7526410987096286,0.7359348881625106,0.867419242505684,0.8558441089398798,0.86754890277703,0.8578664745533017,0.7348698975247191,0.561874990012133,0.7361396777089877,0.5835695859173294
